파일명,라벨,관절0_x,관절0_y,관절0_vis,관절1_x,관절1_y,관절1_vis,관절2_x,관절2_y,관절2_vis,관절3_x,관절3_y,관절3_vis,관절4_x,관절4_y,관절4_vis,관절5_x,관절5_y,관절5_vis,관절6_x,관절6_y,관절6_vis,관절7_x,관절7_y,관절7_vis,관절8_x,관절8_y,관절8_vis,관절9_x,관절9_y,관절9_vis,관절10_x,관절10_y,관절10_vis,관절11_x,관절11_y,관절11_vis,관절12_x,관절12_y,관절12_vis,관절13_x,관절13_y,관절13_vis,관절14_x,관절14_y,관절14_vis,관절15_x,관절15_y,관절15_vis,관절16_x,관절16_y,관절16_vis,관절17_x,관절17_y,관절17_vis,관절18_x,관절18_y,관절18_vis,관절19_x,관절19_y,관절19_vis,관절20_x,관절20_y,관절20_vis,관절21_x,관절21_y,관절21_vis,관절22_x,관절22_y,관절22_vis,관절23_x,관절23_y,관절23_vis,관절24_x,관절24_y,관절24_vis,관절25_x,관절25_y,관절25_vis,관절26_x,관절26_y,관절26_vis,관절27_x,관절27_y,관절27_vis,관절28_x,관절28_y,관절28_vis,관절29_x,관절29_y,관절29_vis,관절30_x,관절30_y,관절30_vis,관절31_x,관절31_y,관절31_vis,관절32_x,관절32_y,관절32_vis
posture(340)_jpg.rf.NQgspC3njc0WfHm4rMDP.jpg,good,0.40362,0.187299,0.999045,0.383929,0.157023,0.998895,0.380871,0.155154,0.998833,0.377519,0.153308,0.99938,0.381125,0.160246,0.998929,0.375542,0.161055,0.998504,0.370999,0.162564,0.998879,0.335569,0.170411,0.999537,0.330782,0.181754,0.999002,0.393307,0.221451,0.999244,0.385408,0.22726,0.999485,0.310864,0.372687,0.997829,0.286515,0.412161,0.999002,0.351158,0.632318,0.096411,0.328924,0.72879,0.952433,0.507797,0.737759,0.220063,0.546766,0.751527,0.888494,0.550253,0.745843,0.245123,0.602915,0.77614,0.850284,0.573535,0.739893,0.272799,0.619927,0.744135,0.853849,0.56285,0.727849,0.265788,0.600894,0.730545,0.819663,0.330904,0.766053,0.963431,0.293401,0.798096,0.983179,0.488398,0.879999,0.131933,0.527694,0.900091,0.605857,0.455107,1.035276,0.046256,0.418554,1.106477,0.17956,0.434236,1.05481,0.078981,0.367624,1.130082,0.272456,0.509403,1.083728,0.06905,0.505038,1.175262,0.165985
sipotion_1749658643366_slouch_0_75_jpg.rf.vWALCdfhV19VhMaYx8TS.jpg,bad,0.528666,0.232432,0.927131,0.531032,0.213218,0.944712,0.528564,0.214371,0.949762,0.525533,0.216935,0.952305,0.544284,0.210123,0.920926,0.54943,0.209697,0.928082,0.553811,0.210192,0.934129,0.536622,0.230391,0.963112,0.585812,0.228807,0.957925,0.529102,0.25893,0.965335,0.539061,0.256016,0.940959,0.511588,0.367972,0.997703,0.656108,0.357215,0.988934,0.398678,0.543654,0.818395,0.630077,0.525647,0.032278,0.359666,0.579715,0.455669,0.52845,0.596032,0.014403,0.344035,0.594232,0.416003,0.512153,0.610675,0.019631,0.358022,0.583792,0.427084,0.500432,0.606504,0.019781,0.369173,0.583446,0.411002,0.50276,0.604689,0.023032,0.518963,0.677797,0.998303,0.600139,0.663909,0.993797,0.34279,0.71092,0.689525,0.402546,0.725602,0.097994,0.254642,0.910825,0.399878,0.297702,0.879498,0.095499,0.26689,0.956772,0.449853,0.29651,0.918089,0.194716,0.16641,0.893379,0.26801,0.211011,0.871554,0.111931
posture(211)_jpg.rf.HBszBnKxO6oOjuKqH6WH.jpg,good,0.45597,0.357183,0.995253,0.442492,0.319736,0.992421,0.441046,0.317391,0.991466,0.439091,0.31487,0.99447,0.431872,0.323273,0.99369,0.42347,0.32351,0.992581,0.414691,0.323569,0.993847,0.389112,0.321289,0.995254,0.37087,0.333314,0.993179,0.446993,0.384405,0.994663,0.43546,0.38746,0.996179,0.332247,0.461993,0.997133,0.334717,0.501155,0.998791,0.509003,0.635238,0.173395,0.594375,0.659726,0.986779,0.718489,0.699419,0.187958,0.846163,0.679337,0.962382,0.771748,0.708613,0.191099,0.921884,0.699825,0.937826,0.784283,0.701154,0.195597,0.904255,0.653008,0.940558,0.758585,0.707995,0.19736,0.879286,0.658088,0.918242,0.43934,0.835843,0.960707,0.420986,0.906964,0.971155,0.71925,0.878136,0.113193,0.798092,1.009354,0.568544,0.663583,1.01814,0.018389,0.660098,1.079248,0.087742,0.632578,1.032461,0.0325,0.608122,1.082533,0.192844,0.717358,1.07755,0.032584,0.71241,1.120965,0.114418
posture(137)_jpg.rf.Sy78C6GyHY4ARsQR32Ic.jpg,bad,0.550672,0.385803,0.997355,0.567084,0.368057,0.997553,0.572477,0.369168,0.997244,0.577832,0.370239,0.997811,0.559328,0.365257,0.996966,0.559283,0.364453,0.996422,0.559512,0.363596,0.997344,0.612664,0.37923,0.996974,0.590586,0.37032,0.998388,0.561583,0.409902,0.998866,0.551252,0.404793,0.998187,0.596928,0.466388,0.999691,0.615052,0.445784,0.998728,0.407906,0.507704,0.981632,0.562689,0.532504,0.146748,0.220851,0.527649,0.8411,0.501772,0.571506,0.093401,0.160528,0.526627,0.753743,0.492164,0.588327,0.123358,0.152901,0.517127,0.763771,0.4943,0.577965,0.123921,0.175202,0.522198,0.732377,0.496026,0.577119,0.126728,0.501325,0.689128,0.997303,0.502186,0.662561,0.992652,0.248229,0.73052,0.691678,0.271041,0.689554,0.150897,0.202647,0.823769,0.277702,0.235015,0.805645,0.061483,0.213466,0.850425,0.342893,0.246434,0.831935,0.101275,0.137217,0.814728,0.219471,0.177324,0.829116,0.083453
posture(142)_jpg.rf.JNJiEjOrDE0sjUvP6qSb.jpg,bad,0.555939,0.333891,0.998856,0.574288,0.314665,0.998442,0.581156,0.316217,0.998266,0.587981,0.317711,0.998537,0.564348,0.311028,0.998257,0.563828,0.310043,0.99805,0.563594,0.308999,0.998581,0.630518,0.328629,0.997546,0.599131,0.316975,0.998933,0.569205,0.360697,0.999406,0.556666,0.354552,0.999022,0.612443,0.422336,0.999551,0.618855,0.39184,0.999024,0.396617,0.465066,0.979162,0.541321,0.489116,0.210358,0.185556,0.489059,0.829548,0.4565,0.538955,0.14472,0.120849,0.489976,0.734966,0.440122,0.558898,0.183491,0.113889,0.480149,0.745365,0.445715,0.551558,0.181553,0.139385,0.486496,0.724346,0.451051,0.55079,0.190732,0.511486,0.675371,0.995912,0.510975,0.634586,0.990912,0.218848,0.694138,0.74547,0.247617,0.667653,0.191406,0.156251,0.807563,0.365728,0.196616,0.808574,0.090482,0.167498,0.831969,0.400538,0.208612,0.839817,0.120327,0.079478,0.805314,0.278993,0.128371,0.843164,0.11131
posture(219)_jpg.rf.Q7iJ6iwPZJJo2VZVDmX0.jpg,bad,0.266498,0.456486,0.997253,0.241258,0.442999,0.997983,0.24074,0.439816,0.997808,0.240765,0.436981,0.998653,0.240671,0.44614,0.997125,0.239215,0.444773,0.99656,0.237927,0.443487,0.997932,0.246621,0.407032,0.998577,0.242619,0.416381,0.998713,0.290305,0.446364,0.998918,0.290308,0.451638,0.997658,0.381171,0.340532,0.999428,0.34941,0.35899,0.996825,0.600562,0.354585,0.964668,0.521958,0.401522,0.097998,0.656094,0.537201,0.977157,0.602866,0.508079,0.16355,0.667233,0.580169,0.967133,0.601566,0.529581,0.179327,0.648782,0.589926,0.967711,0.594979,0.5715,0.186205,0.642983,0.574,0.949607,0.605947,0.536481,0.194612,0.669064,0.271922,0.998082,0.627881,0.284905,0.993539,0.780639,0.39775,0.835657,0.732338,0.360211,0.202302,0.887504,0.30318,0.48703,0.857389,0.301063,0.112426,0.902693,0.265178,0.627085,0.877397,0.274685,0.226087,0.911593,0.358951,0.428904,0.895775,0.359935,0.17709
posture(230)_jpg.rf.QG5tSumgbnPYfoPz3zWj.jpg,bad,0.300876,0.275054,0.988924,0.302047,0.232758,0.994318,0.305093,0.229921,0.994189,0.308155,0.227635,0.995736,0.301983,0.232288,0.989473,0.305329,0.22877,0.987988,0.308792,0.225798,0.991814,0.347919,0.219933,0.991009,0.346681,0.217891,0.993001,0.323373,0.290903,0.991524,0.32344,0.291811,0.988367,0.410327,0.339169,0.997593,0.482338,0.292533,0.985493,0.233414,0.540728,0.932289,0.390512,0.440725,0.063197,0.080009,0.480244,0.784023,0.20294,0.439385,0.123901,0.048867,0.48259,0.754892,0.166067,0.443041,0.195094,0.047474,0.457328,0.773517,0.165211,0.433376,0.204631,0.061341,0.457775,0.761994,0.171221,0.439324,0.196897,0.553556,0.75171,0.960553,0.565404,0.680261,0.919496,0.119313,0.803036,0.774234,0.20551,0.693733,0.189851,0.272331,1.077928,0.454731,0.311145,0.953827,0.10815,0.325751,1.002001,0.498886,0.354759,0.983013,0.189782,0.212149,1.19289,0.344648,0.279204,1.052462,0.124437
22d97eb7ab5211a7dab979a1ca9e5220 - Copy (2)_jpg.rf.4GJzTkozh62Dp9dNYILe.jpg,bad,0.488942,0.343054,0.999249,0.495097,0.309416,0.999709,0.500106,0.306231,0.99968,0.505409,0.302949,0.999733,0.48846,0.309484,0.999482,0.488633,0.307358,0.999421,0.489169,0.304755,0.999573,0.542937,0.298318,0.999585,0.524565,0.294521,0.999638,0.515019,0.371344,0.999603,0.504912,0.367851,0.999514,0.627563,0.484747,0.998305,0.585366,0.384379,0.998186,0.538874,0.674489,0.973389,0.468324,0.528251,0.363352,0.371443,0.589323,0.94669,0.354629,0.567936,0.465881,0.324879,0.596189,0.918525,0.322953,0.570279,0.50128,0.328733,0.572134,0.918495,0.321948,0.56487,0.540335,0.343136,0.568521,0.914344,0.334545,0.568008,0.574836,0.810936,0.777282,0.999984,0.758823,0.685596,0.999886,0.681032,0.958309,0.926788,0.560339,0.660204,0.073118,0.842739,0.900263,0.36291,0.663407,0.781065,0.032431,0.882801,0.867401,0.506841,0.70084,0.792896,0.076039,0.832875,0.92771,0.305141,0.633216,0.851835,0.05396
posture(901)_jpg.rf.NY859LTlbElPk96jOjAq.jpg,good,0.405098,0.187432,0.999341,0.388479,0.153807,0.999104,0.386219,0.152386,0.999122,0.38357,0.151035,0.999474,0.38251,0.158068,0.999123,0.376205,0.1599,0.998896,0.36957,0.162018,0.999157,0.341517,0.164727,0.999633,0.323894,0.180091,0.999348,0.395072,0.22445,0.999482,0.385788,0.229656,0.999627,0.311052,0.382727,0.998551,0.284553,0.415511,0.999542,0.353989,0.651238,0.125978,0.325647,0.746916,0.963003,0.508005,0.742371,0.251789,0.557633,0.753007,0.905899,0.564402,0.757529,0.273601,0.616424,0.78691,0.874148,0.58478,0.740149,0.302214,0.631191,0.751566,0.875878,0.571193,0.73011,0.294327,0.612072,0.735741,0.844674,0.325003,0.816138,0.955905,0.285574,0.84562,0.980363,0.481442,0.91547,0.124754,0.542931,0.943404,0.682352,0.46991,1.110133,0.050743,0.423375,1.178747,0.182241,0.448245,1.140555,0.091484,0.365046,1.204386,0.288233,0.547544,1.162361,0.074528,0.525221,1.262783,0.16762
posture(455)_jpg.rf.PbcD1ybtbShE5Fynxz5k.jpg,good,0.487328,0.313353,0.999604,0.476273,0.279684,0.999625,0.474683,0.279025,0.999675,0.472608,0.278258,0.999727,0.468733,0.280176,0.999586,0.462347,0.280125,0.999533,0.455548,0.280053,0.999502,0.428189,0.288636,0.999827,0.41542,0.291377,0.999578,0.47527,0.348478,0.999589,0.466104,0.347149,0.999662,0.34835,0.467271,0.997603,0.381508,0.516263,0.99908,0.36867,0.745117,0.100965,0.398774,0.851792,0.838718,0.516683,0.803368,0.294302,0.583884,0.823068,0.671849,0.555196,0.811787,0.303947,0.631742,0.824723,0.670213,0.593293,0.77454,0.308269,0.630367,0.785484,0.670067,0.561869,0.784112,0.305794,0.613521,0.783633,0.631331,0.358049,0.94457,0.845066,0.366978,0.972837,0.917551,0.380706,1.220568,0.084012,0.397055,1.270895,0.589665,0.406601,1.475146,0.039089,0.350141,1.559865,0.324888,0.385993,1.520656,0.05176,0.306254,1.612667,0.370619,0.507286,1.522882,0.16972,0.467517,1.60092,0.268554
posture(904)_jpg.rf.Ra1DCXSwxWDpXQwD3exz.jpg,good,0.493691,0.238183,0.999181,0.478245,0.198304,0.998962,0.476595,0.195481,0.999112,0.474767,0.19236,0.999373,0.47278,0.201336,0.999105,0.467452,0.201294,0.999005,0.461362,0.201544,0.999089,0.43731,0.196745,0.999572,0.418919,0.212361,0.999296,0.483186,0.268023,0.99911,0.471319,0.274511,0.999248,0.384854,0.393616,0.997247,0.34454,0.449862,0.998564,0.429717,0.627338,0.13649,0.371919,0.757117,0.950063,0.549774,0.704422,0.363078,0.591989,0.779297,0.861927,0.581111,0.721131,0.392414,0.645812,0.800554,0.857189,0.600445,0.700769,0.415126,0.667634,0.769385,0.861155,0.582762,0.69917,0.407436,0.650501,0.749497,0.824379,0.35701,0.841689,0.857858,0.323711,0.881455,0.917051,0.421887,1.077371,0.152282,0.443048,1.119704,0.790878,0.40009,1.309939,0.053598,0.338865,1.359598,0.251446,0.375096,1.345524,0.075359,0.29122,1.384968,0.312468,0.478364,1.37541,0.099719,0.423534,1.450138,0.177208
posture(212)_jpg.rf.67HPrP0DmVW70REKMr20.jpg,good,0.467488,0.334663,0.996423,0.44736,0.295845,0.993048,0.444039,0.293547,0.993638,0.439902,0.291176,0.994991,0.439797,0.29755,0.993532,0.431513,0.296653,0.993275,0.422855,0.295679,0.99327,0.386069,0.299942,0.996374,0.3743,0.306923,0.994249,0.457453,0.363702,0.994853,0.447683,0.367466,0.995829,0.316668,0.457887,0.998272,0.328629,0.467158,0.998696,0.496768,0.637202,0.168499,0.608759,0.652211,0.972152,0.720137,0.670455,0.176702,0.877017,0.652988,0.919169,0.776082,0.666144,0.180583,0.935634,0.666285,0.874209,0.789899,0.655887,0.189973,0.933238,0.634924,0.876131,0.776522,0.668011,0.195007,0.911029,0.639108,0.846404,0.404524,0.84473,0.776331,0.398461,0.890212,0.760651,0.711064,0.813433,0.078517,0.811719,0.94766,0.548986,0.671302,1.053334,0.019385,0.64959,1.158406,0.137766,0.634104,1.090143,0.030309,0.578879,1.180447,0.21361,0.753908,1.117869,0.025196,0.721967,1.224089,0.145189
posture(737)_jpg.rf.OveZkfiLfs7GQ9AQZhss.jpg,bad,0.554878,0.345934,0.998548,0.572876,0.329642,0.998688,0.579464,0.330796,0.998707,0.58683,0.332196,0.998921,0.565508,0.326801,0.998149,0.565764,0.325742,0.997794,0.566267,0.32467,0.998297,0.622559,0.346189,0.998779,0.594177,0.334657,0.998767,0.56409,0.366448,0.999259,0.555131,0.361233,0.998405,0.618902,0.425336,0.999777,0.61005,0.392419,0.999008,0.428534,0.463647,0.981565,0.546749,0.485009,0.100858,0.253013,0.491522,0.822715,0.506623,0.50921,0.07649,0.191433,0.481067,0.72265,0.505237,0.521101,0.111543,0.198457,0.460304,0.734797,0.506178,0.50763,0.109743,0.215032,0.463209,0.707726,0.506859,0.509548,0.113447,0.504666,0.64219,0.996821,0.481247,0.60143,0.993904,0.306033,0.731754,0.673212,0.256257,0.666352,0.364186,0.24579,0.8339,0.39758,0.199615,0.830732,0.134508,0.254626,0.856747,0.502246,0.213053,0.855821,0.162904,0.176489,0.851733,0.288297,0.131685,0.886535,0.10675
sipotion_1749658254428_slouch_0_70_jpg.rf.UKTq2dxAmnViNQcVAjcj.jpg,bad,0.377217,0.021447,0.998502,0.4022,-0.017105,0.998419,0.414107,-0.015337,0.998305,0.425931,-0.013662,0.998754,0.387205,-0.019255,0.998506,0.387648,-0.018795,0.998256,0.388479,-0.018327,0.998622,0.492075,0.002662,0.998984,0.4508,-0.004984,0.998991,0.407874,0.061721,0.999363,0.391217,0.060191,0.998933,0.545195,0.214732,0.998238,0.546297,0.183053,0.996655,0.502414,0.586102,0.922626,0.469454,0.499885,0.038412,0.249547,0.605017,0.755007,0.311845,0.561666,0.06519,0.193406,0.624966,0.702378,0.26185,0.569155,0.094486,0.207425,0.5753,0.706936,0.239104,0.558948,0.098577,0.219382,0.568387,0.681999,0.264959,0.524085,0.101694,0.481496,0.797963,0.978036,0.480767,0.71737,0.962453,0.066993,0.852645,0.767091,0.19526,0.691215,0.272081,0.059611,1.025636,0.113257,0.165489,0.94621,0.061381,0.106918,1.063714,0.146959,0.193174,1.001494,0.11522,-0.092441,1.020403,0.072606,0.032837,0.984656,0.056071
posture(535)_jpg.rf.7JCQgI6PBp0eKa3R85iK.jpg,good,0.341857,0.253146,0.999729,0.334385,0.212395,0.999592,0.330722,0.210059,0.999608,0.326573,0.207689,0.999733,0.334493,0.213451,0.999557,0.331423,0.212607,0.9995,0.328077,0.211331,0.999577,0.288788,0.213366,0.999766,0.29086,0.21687,0.999602,0.320733,0.283403,0.999572,0.318498,0.286441,0.999684,0.220048,0.414838,0.999317,0.21929,0.432142,0.999846,0.275623,0.682836,0.109949,0.312374,0.750588,0.936338,0.466617,0.755249,0.269177,0.535584,0.771619,0.867968,0.513483,0.765571,0.287614,0.584682,0.79484,0.844176,0.541852,0.755635,0.2959,0.59084,0.76193,0.840804,0.509935,0.753162,0.279811,0.572529,0.755936,0.796286,0.257249,0.910318,0.983409,0.268836,0.927278,0.991236,0.455163,1.006008,0.107381,0.511568,1.071391,0.760712,0.446718,1.205167,0.047983,0.433039,1.283474,0.28285,0.414553,1.239126,0.077128,0.377515,1.305348,0.318283,0.550368,1.255038,0.097543,0.553446,1.360081,0.267799
sipotion_1749658258832_slouch_0_91_jpg.rf.LBcHmKsd5mWlAzlGrJbp.jpg,bad,0.418129,0.38719,0.993153,0.434723,0.345982,0.996111,0.439616,0.345876,0.995788,0.444629,0.345558,0.99663,0.435263,0.344044,0.995102,0.44061,0.342584,0.99483,0.44652,0.340715,0.996023,0.489368,0.362727,0.996789,0.496069,0.356714,0.997793,0.437618,0.42188,0.996484,0.437958,0.422414,0.995646,0.538729,0.565592,0.995367,0.616198,0.505954,0.988004,0.451102,0.86265,0.867384,0.556316,0.697639,0.026727,0.27454,0.909574,0.573929,0.348404,0.71276,0.033914,0.227192,0.904929,0.519291,0.315195,0.726113,0.05402,0.232445,0.864991,0.533331,0.318801,0.720169,0.057745,0.246827,0.87947,0.515194,0.325376,0.715423,0.057367,0.596854,1.062242,0.846681,0.623243,0.992202,0.728296,0.311834,1.07051,0.597512,0.349949,0.988006,0.123496,0.273565,1.372611,0.168601,0.296521,1.30206,0.04231,0.311204,1.434873,0.171971,0.319421,1.362652,0.095702,0.124208,1.373139,0.115745,0.173575,1.343343,0.04886
79f4e495baca26738beef86cb33185c7 - Copy_jpg.rf.U7SbLa9lPsiBvzuSxOhL.jpg,bad,0.25583,0.400166,0.995881,0.253333,0.346374,0.997678,0.257384,0.341276,0.997796,0.262397,0.335098,0.997974,0.250497,0.345605,0.99701,0.252449,0.340131,0.99706,0.255152,0.333406,0.997285,0.307299,0.309391,0.998348,0.300279,0.306264,0.998325,0.287693,0.424271,0.998187,0.281416,0.423999,0.997655,0.405157,0.477961,0.99606,0.40676,0.359658,0.995737,0.404681,0.807716,0.848721,0.396048,0.599091,0.037803,0.235869,0.7072,0.815733,0.256584,0.650017,0.066643,0.195845,0.72054,0.768655,0.237121,0.59808,0.105594,0.193311,0.670971,0.778568,0.206002,0.615801,0.109907,0.208419,0.665407,0.75352,0.220688,0.629194,0.112925,0.576108,0.898464,0.947134,0.553451,0.821191,0.936096,0.377479,0.946595,0.709261,0.367776,0.790103,0.255613,0.380621,1.149642,0.231331,0.424466,1.101279,0.073286,0.405898,1.18962,0.242843,0.451192,1.14573,0.085215,0.299042,1.164698,0.212658,0.383916,1.184194,0.08622
c9491ad49cea73d453803358b2508f57 - Copy_jpg.rf.FsrZJfq3FoiTfbP3kyc8.jpg,bad,0.44614,0.451215,0.999021,0.44634,0.413016,0.999498,0.4493,0.409908,0.9995,0.452809,0.406249,0.999456,0.445579,0.414538,0.999417,0.448042,0.412436,0.999483,0.450399,0.409931,0.999563,0.489234,0.394605,0.999723,0.485867,0.394598,0.999753,0.474944,0.466701,0.999666,0.474712,0.471816,0.999568,0.623881,0.515534,0.997927,0.580018,0.512132,0.997583,0.61881,0.8144,0.78808,0.591167,0.750877,0.034992,0.453249,0.802324,0.655054,0.49168,0.799389,0.048464,0.413655,0.82335,0.592253,0.465053,0.821059,0.068972,0.415976,0.794643,0.60306,0.475973,0.810497,0.073262,0.423509,0.787513,0.561531,0.486077,0.804565,0.076811,0.727951,0.929596,0.987417,0.670483,0.900944,0.994286,0.474166,1.011301,0.847389,0.475669,0.923618,0.539292,0.561207,1.133994,0.103937,0.589906,1.122002,0.215813,0.59043,1.134659,0.127849,0.623996,1.134829,0.200085,0.510792,1.214369,0.115838,0.572189,1.22326,0.226247
898eec2b4ad9d4dba72f74f4007e644b - Copy_jpg.rf.LGLnbvdQGy15FVHVnjyD.jpg,bad,0.410899,0.459164,0.999742,0.406606,0.436412,0.999833,0.409107,0.434346,0.999854,0.41176,0.432212,0.999824,0.404281,0.436809,0.999763,0.405252,0.435053,0.999801,0.406565,0.432966,0.999843,0.437871,0.420108,0.999926,0.431522,0.420112,0.999934,0.432219,0.468069,0.999909,0.430334,0.469136,0.999894,0.527997,0.469026,0.999928,0.545447,0.457042,0.999928,0.544156,0.64937,0.926299,0.543421,0.605825,0.311228,0.432455,0.62616,0.922125,0.433819,0.621467,0.568815,0.397545,0.624456,0.904159,0.400989,0.621383,0.616335,0.389559,0.607441,0.903051,0.389983,0.613588,0.61942,0.407271,0.607135,0.889138,0.401742,0.612621,0.607025,0.717214,0.708865,0.999751,0.705145,0.675764,0.999764,0.578705,0.871872,0.86057,0.61225,0.765637,0.199571,0.677915,0.850047,0.160925,0.683054,0.842561,0.090552,0.708222,0.837687,0.274529,0.711314,0.849831,0.186659,0.649541,0.866544,0.197796,0.646439,0.881041,0.166083
sipotion_1749658241945_slouch_0_57_jpg.rf.LaAh5TzSImAgtzpEQKpI.jpg,bad,0.639372,0.441652,0.999749,0.639476,0.412952,0.999784,0.636819,0.411331,0.999752,0.633459,0.409528,0.999819,0.637035,0.412422,0.999748,0.632867,0.410528,0.999671,0.627971,0.408345,0.999754,0.586824,0.401954,0.999889,0.582833,0.402937,0.999786,0.61598,0.460969,0.999797,0.611614,0.460182,0.999803,0.49877,0.488682,0.999552,0.50057,0.524387,0.999846,0.535239,0.656366,0.063048,0.582954,0.74281,0.951447,0.651201,0.70406,0.132349,0.715261,0.751701,0.939221,0.693877,0.707136,0.182623,0.752907,0.764117,0.915855,0.707692,0.699956,0.200015,0.75275,0.734181,0.921783,0.691039,0.707167,0.192798,0.738787,0.729566,0.892217,0.44021,0.786428,0.997937,0.439603,0.828148,0.998325,0.650792,0.715156,0.217978,0.691295,0.802831,0.754317,0.65234,0.852604,0.079204,0.664491,0.862302,0.085175,0.620901,0.875163,0.115453,0.631395,0.86456,0.134839,0.73813,0.885309,0.099255,0.739373,0.892304,0.112731
581cacc03b45e71bd4c2568986682ecf - Copy_jpg.rf.vJTaf34oLydstoWBNA9Y.jpg,good,0.51741,0.257211,0.999809,0.532656,0.228995,0.999764,0.539572,0.229229,0.999803,0.547449,0.229614,0.999823,0.521885,0.227853,0.999767,0.52084,0.226959,0.999744,0.519952,0.225786,0.999759,0.578063,0.242185,0.999897,0.549516,0.240324,0.999862,0.532369,0.29382,0.999847,0.519845,0.291285,0.999675,0.636439,0.445065,0.998538,0.560818,0.41701,0.998312,0.563611,0.72824,0.99386,0.505692,0.637631,0.489488,0.397146,0.701404,0.994533,0.365433,0.665383,0.55279,0.337204,0.71617,0.988918,0.318448,0.686508,0.505572,0.325327,0.678828,0.98963,0.315233,0.66851,0.530722,0.34318,0.67604,0.984088,0.330117,0.664692,0.537372,0.621544,0.884386,0.935365,0.558988,0.842684,0.960196,0.508232,1.097564,0.853177,0.451335,1.05504,0.617294,0.547456,1.349662,0.453348,0.510285,1.368363,0.221267,0.577549,1.382837,0.601177,0.5357,1.41102,0.296894,0.482387,1.440392,0.350023,0.459525,1.475842,0.146121
sipotion_1749658252268_slouch_0_77_jpg.rf.mbZDjcdAB7K1N95twLOP.jpg,good,0.474998,0.321106,0.999131,0.502732,0.288271,0.998872,0.511491,0.289584,0.99897,0.521165,0.291001,0.999009,0.494089,0.285322,0.999041,0.495959,0.284635,0.999026,0.49858,0.283918,0.999079,0.570843,0.316945,0.999127,0.549093,0.308344,0.999461,0.493538,0.367902,0.999122,0.482545,0.364632,0.998291,0.620039,0.515831,0.995072,0.586006,0.484566,0.996035,0.580878,0.834509,0.936883,0.501745,0.711811,0.130516,0.320813,0.845252,0.793883,0.306462,0.69612,0.147359,0.262323,0.854706,0.725954,0.287747,0.734757,0.161964,0.270155,0.820071,0.735801,0.275798,0.718418,0.165249,0.293736,0.811195,0.711151,0.298249,0.721393,0.166738,0.588425,1.002454,0.83118,0.544818,0.987898,0.877647,0.257268,1.086415,0.771583,0.198761,1.060532,0.470766,0.245738,1.435275,0.555577,0.238755,1.450159,0.18317,0.291112,1.491174,0.553671,0.280846,1.501567,0.260167,0.108935,1.50671,0.454256,0.115206,1.56943,0.155675
posture(885)_jpg.rf.lGVq8kJ47P1dS9Kbnfq7.jpg,bad,0.475953,0.298707,0.999644,0.481919,0.269021,0.999907,0.487311,0.268253,0.999901,0.493003,0.267073,0.999926,0.476471,0.266953,0.99987,0.478162,0.264737,0.999835,0.480253,0.262025,0.999869,0.550354,0.260032,0.99992,0.531988,0.255879,0.999856,0.506681,0.331844,0.999938,0.499262,0.331096,0.999916,0.676902,0.446295,0.999408,0.585106,0.357688,0.999395,0.633292,0.75095,0.928307,0.564136,0.550017,0.137412,0.456523,0.588455,0.930173,0.454851,0.561498,0.226608,0.39661,0.594152,0.901207,0.404984,0.572408,0.273327,0.39924,0.552087,0.9096,0.395646,0.546107,0.303918,0.416545,0.54787,0.884239,0.421144,0.548401,0.3132,0.726751,0.79453,0.998661,0.666642,0.708867,0.996217,0.615338,0.712814,0.858,0.510683,0.53221,0.224638,0.521075,0.657491,0.201737,0.555559,0.648282,0.028354,0.554305,0.693771,0.17844,0.579918,0.676368,0.033214,0.421646,0.640238,0.2166,0.515731,0.63798,0.050285
posture(2)_jpg.rf.SeSUPcpUITysNDarNGfM.jpg,bad,0.561154,0.364327,0.999203,0.562376,0.324535,0.999003,0.560619,0.321708,0.999159,0.558444,0.318481,0.999169,0.556847,0.322084,0.99866,0.551484,0.317583,0.998511,0.545231,0.312458,0.998398,0.519002,0.301908,0.99951,0.499123,0.296565,0.999086,0.536122,0.383388,0.999425,0.527356,0.382498,0.999535,0.398691,0.403564,0.999521,0.326164,0.389542,0.999739,0.357693,0.65421,0.256235,0.259801,0.738563,0.94487,0.512039,0.598285,0.553025,0.471062,0.630181,0.917707,0.564448,0.612953,0.604077,0.541409,0.629938,0.883953,0.5713,0.573509,0.612658,0.547954,0.589623,0.887204,0.555423,0.564183,0.578368,0.521893,0.582583,0.86005,0.257004,0.774227,0.953069,0.197033,0.855068,0.959963,0.542094,0.816303,0.241378,0.471048,0.9896,0.824684,0.367785,0.97708,0.046644,0.341251,1.125655,0.307685,0.30778,0.987884,0.08065,0.277726,1.125023,0.499447,0.42607,1.080308,0.050957,0.428582,1.229696,0.313063
